ImageNumber,ObjectNumber,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Plate,Metadata_Researcher,Metadata_Series,Metadata_Well,FileName_RawImage,FileName_WellMask,PathName_RawImage,PathName_WellMask,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity
1,11,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,5111,5901,231,288,210,7,219.89923693993347,148.0878497358638,6.0462408546841635,0.9971489343769497,80.66924639006749,1,0.8661243856973394,0.16539202192470992,294.624604680226,280.0071427660373,11.0,5.083520461217047,5.0,20.0,22.231964796030937,0.10682848495781475,623.1614716074871,0.95981220657277
1,12,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4707,5502,252,269,231,7,241.01295942213724,136.27448480985765,5.99394205355609,0.9966985556097036,77.41536370171241,1,0.8555070883315158,0.16683511302994986,274.3124307360032,261.00766272276377,11.0,4.9657841720985765,5.0,20.0,22.27171874843537,0.03967359741506903,595.4335495461293,0.9478453483689085
1,13,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4149,4725,273,242,252,17,261.98457459628827,125.76187033020005,4.846895551338083,0.9956571405024771,72.68198450170571,1,0.878095238095238,0.20631762937906306,239.44408246583905,224.0803427344755,11.0,5.057143433946626,5.0,20.0,22.291277749849954,-0.031147657412399304,502.6995308303615,0.9566520636384598
1,14,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4674,5502,294,269,273,7,282.9584937954643,137.38553701326487,5.449702787146334,0.9967829567042785,77.14351322108782,1,0.8495092693565977,0.18349624540233633,273.89664936389505,261.0019157017818,11.0,5.014234372975942,5.0,20.0,21.952329003959143,0.08284511986446233,565.7645019878171,0.9505796217205613
1,15,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4885,5586,315,281,294,15,303.98935516888434,145.35353121801433,5.5889215703367014,0.9968546022855732,78.86555126309123,1,0.8745076978159685,0.1789253950721938,281.3887018760092,265.04716561397146,11.0,5.121842635702964,5.0,20.0,22.300657163851163,-0.014991634658498962,585.7350647362944,0.9470725087243117
1,16,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4036,4830,336,237,315,7,325.0334489593657,122.80203171456888,5.142325071154159,0.9957614885125768,71.6853876501419,1,0.8356107660455486,0.19446456343444601,239.08168660735336,229.00218339570478,11.0,4.885526596886679,5.0,20.0,21.989092801787546,-0.1033462126865556,510.69343417595167,0.9333950046253469
1,17,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,5014,5691,357,278,336,7,345.9946150777822,144.72497008376547,5.6607633059411535,0.9970098013229495,79.90008183539054,1,0.8810402389738183,0.17665462163918208,288.7860272063358,270.04629232781554,11.0,5.1206073550723445,5.0,20.0,22.31599713309687,0.03360427327267024,597.2203461105329,0.9566876550276665
1,18,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4717,5607,378,274,357,7,366.65507737969045,139.87958448166208,5.8467111577518756,0.9970381424392488,77.49755436473956,1,0.8412698412698413,0.17103632675168973,283.2812528032464,266.0018796926067,10.770329614269007,4.897464830630529,5.0,20.0,21.786782547585265,-0.02033253705760337,588.6995308303615,0.9452905811623247
1,19,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4863,5649,399,276,378,7,388.1096031256426,140.21817807937487,5.588487322956837,0.9968777070240218,78.68776211106207,1,0.8608603292618162,0.1789392982770346,280.8393516390016,268.00186566514793,11.0,5.086471588835522,5.0,20.0,22.175351985751682,-0.018411970472831055,584.3919189857867,0.9608772969768821
1,20,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4977,5817,420,284,399,7,408.60538476994174,144.73096242716497,5.945168113620632,0.9971289734859454,79.60473110404246,1,0.855595667870036,0.16820382214406313,290.41560005421405,276.00724628168734,11.0,5.033686420557178,5.0,20.0,21.990828878992872,0.05959698771161249,609.7766952966368,0.9565635210455506
1,21,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,137,169,437,18,424,5,430.0,11.0,0.9750197823285429,0.0,13.207339536360731,1,0.8106508875739645,1.0256202162501762,13.191459302902995,12.806248474865697,6.708203932499369,2.560474776885946,2.23606797749979,12.0,13.191459302902995,45.0,40.970562748477136,0.9448275862068966
1,22,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4595,5334,462,261,441,7,450.8665941240479,133.38563656147986,5.1811302155827645,0.9965682124844633,76.48879465685201,1,0.8614548181477315,0.1930080809380935,266.82117585941626,253.00790501484337,11.0,5.093342583385402,5.0,20.0,22.086279556246694,-0.09522113114821176,546.9655121145938,0.9576907044601918
1,23,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4606,5355,483,262,462,7,472.02301346070345,133.60356057316542,5.300774645506278,0.9964962923972095,76.58029343799983,1,0.8601307189542484,0.18865167204339617,265.5481010859884,254.0,11.0,5.07791002140481,5.0,20.0,22.209632988506662,-0.047908137157477174,553.9066376115481,0.960183447988326
1,24,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,3334,4914,504,241,483,7,492.874625074985,111.19166166766647,5.63615363818544,0.9961604543608051,65.15351596151226,2,0.6784696784696784,0.1774259653294246,248.43464838332906,233.0085835328819,11.0,4.615467186136081,4.0,20.0,21.74952648797387,0.0707993687296015,485.9360748630709,0.7678489175495163
1,25,20211112,file:/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1/202111125-p01-NJW_H02.TIF,0,p01,NJW,0,H02,TimePoint_1/202111125-p01-NJW_H02.TIF,well_mask.png,/var/lib/condor/execute/slot1/dir_36218/input/202111125-p01-NJW_1014/TimePoint_1,/var/lib/condor/execute/slot1/dir_36218/Core_imgproc/cp_pipelines/masks,4921,5733,525,280,504,7,513.8922983133509,143.417598049177,5.9759993519901435,0.997023858557078,79.15561761266055,1,0.8583638583638583,0.1673360288546513,287.7812084872898,272.0073528417936,11.0,4.945553174219736,5.0,20.0,22.186093680505127,0.130650616446937,607.906637611548,0.955719557195572
